title,franquicia,genres
Halloweentown High,Halloweentown Collection,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'TV Movie']"
Nocturna Artificialia,,['Animation']
Santa Claus,,"['Family', 'Fantasy']"
Surprise,,[]
Trick or Treat,,['Animation']
Vengeance: The Story of Tony Cimo,,[]
Within the Woods,,['Horror']
100 Years at the Movies,,['Documentary']
Apple Jack,,"['Comedy', 'Drama']"
The Butter Battle Book,,"['Animation', 'Family']"
Corn on the Cop,,['Animation']
The Black Imp,,"['Fantasy', 'Comedy']"
Halloween is Grinch Night,,"['Family', 'Animation']"
Marilyn in Manhattan,,[]
Rage of Angels,,"['Action', 'Drama', 'Adventure', 'Romance']"
Rage of Angels: The Story Continues,,"['TV Movie', 'Drama']"
Rudolph the Red-Nosed Reindeer,,"['Animation', 'Family', 'Fantasy', 'Music']"
Signs,,['Romance']
The Fat Albert Halloween Special,,['Animation']
Season's Greetings,,"['Comedy', 'Foreign']"
The Dot and the Line: A Romance in Lower Mathematics,,"['Romance', 'Animation', 'Comedy']"
Nantucket Film Festival's Comedy Roundtable,,"['Comedy', 'Documentary', 'TV Movie']"
Rubber Johnny,,"['Animation', 'Horror']"
Act da Fool,,[]
En rachâchant,,[]
A Flower,,['Drama']
Boo to You Too! Winnie the Pooh,,[]
Sleeping Betty,,"['Animation', 'Comedy']"
Betty Boop's Hallowe'en Party,,"['Horror', 'Animation', 'Comedy']"
Halloween,,"['Horror', 'Comedy', 'Animation']"
Barbie: A Fashion Fairytale,,"['Family', 'Animation']"
The Halloween That Almost Wasn't,,"['Horror', 'Comedy', 'Family']"
The Mystery of the Leaping Fish,,"['Mystery', 'Comedy', 'Crime']"
The 3 Rs,,[]
Brutal Relax,,"['Action', 'Comedy']"
Franz Kafka's a Country Doctor,,"['Animation', 'Drama']"
Pluto's Christmas Tree,,"['Animation', 'Comedy']"
Stille Nacht I,,"['Mystery', 'Animation']"
Holiday for Drumsticks,,[]
The Horseplayer,,['Drama']
Coven,,"['Drama', 'Horror']"
Rehearsals for Extinct Anatomies,,['Animation']
Suur Tõll,,[]
We Can Be Heroes,,[]
Bob's Birthday,,"['Comedy', 'Animation']"
Broom-Stick Bunny,,"['Animation', 'Family', 'Comedy']"
Chainsaw Maid,,['Animation']
The Little Matchgirl,,"['Drama', 'Animation']"
The Haunted House,,['Animation']
How They Get There,,"['Romance', 'Comedy']"
Istanbul,,[]
"Hen, His Wife",,['Animation']
Inside The X-Files,,['Documentary']
The Horribly Slow Murderer with the Extremely Inefficient Weapon,,"['Comedy', 'Horror']"
Norm MacDonald: Me Doing Standup,,['Comedy']
A Flintstones Christmas Carol,,"['Animation', 'Comedy', 'Family']"
Hedgehog in the Fog,,"['Adventure', 'Animation', 'Family', 'Fantasy']"
The Cat's Out,,['Animation']
Claymation Comedy of Horrors,,['Animation']
The Last Farm,,['Drama']
Snowballs,,[]
"Danger! 50,000 Zombies",,"['Horror', 'Comedy']"
Bouncing Babies,,"['Family', 'Comedy']"
Stella: Live in Boston,,['Comedy']
Diario de un skin,,['Documentary']
The Black Cat,,"['Comedy', 'Horror', 'Mystery']"
All About Anna,,"['Comedy', 'Drama', 'Romance']"
Let's Get Those English Girls,,['Comedy']
Archie To Riverdale and Back Again,,"['TV Movie', 'Comedy']"
Babette Goes to War,,"['Comedy', 'War']"
Darling Trap,,['Comedy']
Special Delivery,,['Comedy']
Mr. Average,,"['Comedy', 'Romance', 'Foreign']"
Cutie Honey,,"['Action', 'Foreign']"
"Delphine 1, Yvan 0",,['Comedy']
Doomsday Prophecy,,"['Action', 'Thriller', 'Science Fiction']"
Love Can Seriously Damage Your Health,,"['Romance', 'Comedy']"
The Cave of the Golden Rose,Fanthagirò Collection,"['Adventure', 'Family', 'Fantasy', 'Romance']"
Human Touch,,['Drama']
King Kelly,,['Drama']
La Bande du drugstore,,"['Drama', 'Romance']"
The Slap,,"['Foreign', 'Comedy', 'Drama', 'Romance']"
Lahore,,"['Action', 'Foreign']"
The King's Whore,,"['Romance', 'History', 'Drama']"
Latitudes,,"['Drama', 'Romance']"
Frenchmen 2,Le Cœur des Hommes,"['Comedy', 'Romance']"
The Last Diamond,,['Drama']
"Le printemps, l'automne et l'amour",,"['Comedy', 'Drama']"
1001 Nights,,"['Fantasy', 'Comedy', 'Adventure']"
Lightspeed,,"['Fantasy', 'Action', 'Science Fiction']"
Meilleur espoir féminin,,['Comedy']
"Mercredi, folle journée !",,"['Drama', 'Comedy']"
Mr Reliable,,[]
Ninette,,['Comedy']
Nom de code : Rose,,[]
Opposite Day,,"['Family', 'Comedy']"
Powder Room,,['Comedy']
Shirin in Love,,"['Comedy', 'Romance']"
The Christmas Wish,,"['Family', 'Drama', 'Romance']"
The Sex and Violence Family Hour,,[]
All That... for This?!,,['Comedy']
Who Do I Gotta Kill?,,['Comedy']
Marihuana,,"['Documentary', 'Drama', 'History']"
"So Sweet, So Dead",,"['Crime', 'Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']"
Chronicle of a Homicide,,['Drama']
The Shadow Men,,"['Horror', 'Science Fiction', 'Thriller']"
Seventh Heaven,,"['Comedy', 'Romance']"
They Were Five,,['Drama']
Stop Train 349,,['Drama']
Ferryman Maria,,[]
"Thank You, Jeeves!",Wodehouse P.G. Collection,['Comedy']
Homework,,[]
Internes Can't Take Money,,"['Crime', 'Drama', 'Romance']"
Green Light,,"['Drama', 'Romance']"
Black Belly of the Tarantula,,"['Horror', 'Mystery', 'Thriller']"
Maid of Salem,,['Drama']
Double Or Nothing,,[]
Second Honeymoon,,"['Comedy', 'Romance']"
I Met Him in Paris,,"['Comedy', 'Romance']"
Dance Program,,['Drama']
Boys' School,,"['Adventure', 'Drama', 'Mystery']"
Vessel of Wrath,,"['Comedy', 'Drama', 'Romance']"
Idiot's Delight,,"['Comedy', 'Drama']"
Invitation to Happiness,,"['Drama', 'Romance']"
Subliminal Seduction,,"['Drama', 'Science Fiction']"
Virtual Combat,,"['Science Fiction', 'Action']"
The Skateboard Kid II,,"['Family', 'Fantasy']"
The Terror Within II,,"['Horror', 'Science Fiction']"
Beyond the Fear,,['Documentary']
Modris,,['Drama']
Deliverance Creek,,['Drama']
Wolves,,"['Horror', 'Action']"
The Woodcarver,,['Drama']
The Encounter,The Encounter Collection,"['Drama', 'Family']"
Big Sur,,['Drama']
The Unexpected Love,,"['Comedy', 'Drama']"
Apostle Peter and the Last Supper,,"['History', 'Drama']"
The Adventures of André and Wally B.,,['Animation']
Face of Terror,,"['Action', 'Drama', 'Thriller']"
The Harmony Game,,"['Music', 'Documentary']"
Kamikaze,,['Drama']
Planet Ocean,,['Documentary']
Stalag Luft,,"['Drama', 'Comedy', 'War', 'Foreign']"
We'll Never Have Paris,,"['Comedy', 'Romance']"
American Heist,,['Action']
The Good Son,,['Thriller']
Miraculum,,['Drama']
Solyaris,,"['TV Movie', 'Drama', 'Science Fiction']"
Mother Earth,,['Documentary']
The Pacific,,"['Action', 'Adventure', 'Drama', 'History', 'War']"
A Visitor to a Museum,,['Drama']
The Hyperboloid of Engineer Garin,,"['Drama', 'Science Fiction', 'Adventure']"
Cosmic Journey,,['Science Fiction']
Two: The Story of Roman & Nyro,,"['Documentary', 'Drama']"
Strange Magic,,"['Music', 'Animation', 'Family', 'Fantasy']"
Paris-Manhattan,,"['Comedy', 'Romance']"
The Flying Machine,,"['Animation', 'Adventure', 'Family']"
7 Days in Havana,,['Drama']
The DUFF,,"['Romance', 'Comedy']"
Tower Block,,['Thriller']
Fort McCoy,,"['War', 'Drama', 'History']"
Age of Ice,,"['Science Fiction', 'Adventure']"
The Girl with a Pistol,,"['Romance', 'Comedy', 'Drama']"
Love Steaks,,"['Romance', 'Comedy', 'Drama']"
The Remaining,,"['Thriller', 'Horror']"
Prairie Love,,"['Drama', 'Comedy']"
Heathcliff: The Movie,,"['Comedy', 'Family', 'Animation']"
Everly,,"['Thriller', 'Action']"
"Daddy, I'm A Zombie",Dixie Zombi - Colección,"['Animation', 'Fantasy', 'Comedy']"
Zodiac,,"['Science Fiction', 'TV Movie']"
Camarón: When Flamenco Became Legend,,['Drama']
Outrage Beyond,Outrage Collection,['Action']
The Mark of Cain,,"['Documentary', 'Drama']"
From Zero to Hero,,"['Romance', 'Comedy', 'Drama']"
The Humanoid,,"['Fantasy', 'Science Fiction']"
Kocken,,[]
Vanishing Waves,,"['Romance', 'Science Fiction']"
The Little Drummer Girl,,['Thriller']
The Little Death,,"['Drama', 'Comedy', 'Romance']"
Pinocchio,,['Animation']
Kenny Begins,,"['Action', 'Comedy', 'Science Fiction']"
Sandor slash Ida,,"['Drama', 'Romance']"
Bit by Bit,,['Comedy']
Help! I'm A Fish,,"['Adventure', 'Animation', 'Comedy']"
Tsatsiki,,"['Family', 'Drama']"
Dark Dungeons,,"['Drama', 'Fantasy', 'Horror']"
Bert: The Last Virgin,,"['Family', 'Comedy', 'Romance']"
One in a Million,,['Comedy']
Sunes sommar,Sunes samtliga Resor,['Comedy']
Lotta Leaves Home,Lotta,['Family']
Lotta on Rascal Street,Lotta,"['Comedy', 'Family']"
Babar The Movie,,"['Adventure', 'Animation', 'Family', 'Fantasy']"
Karlsson on the Roof,,['Family']
The Girls,,"['Comedy', 'Foreign']"
¡Mátalo!,,"['Thriller', 'Western', 'Action', 'Drama']"
"Io, Emmanuelle",,['Drama']
The Case of the Bloody Iris,,['Thriller']
Darker Than Night,,"['Horror', 'Thriller']"
Uprise,,['Drama']
Story of My Death,,"['History', 'Drama']"
The Blue Room,,"['Drama', 'Crime', 'Thriller']"
Vic+Flo Saw a Bear,,"['Crime', 'Drama', 'Thriller']"
Grandmother,,['Drama']
Our Sunhi,,"['Romance', 'Drama']"
Two Years at Sea,,['Documentary']
A Spell to Ward Off the Darkness,,"['Music', 'Documentary']"
The Last Time I Saw Macao,,"['Documentary', 'Thriller']"
When Evening Falls on Bucharest or Metabolism,,['Drama']
Septien,,"['Comedy', 'Drama', 'Mystery']"
Two Shots Fired,,"['Drama', 'Comedy']"
Finisterrae,,['Drama']
The Distance,,[]
A Gun in Each Hand,,"['Comedy', 'Romance']"
Borsalino,Borsalino Collection,"['Crime', 'Drama']"
Finsterworld,,['Drama']
Gangsters,,"['Crime', 'Drama']"
Weekender,,"['Drama', 'Music']"
Plot of Fear,,"['Mystery', 'Thriller', 'Crime']"
Bank Shot,,"['Comedy', 'Crime']"
Anotherworld,,"['Drama', 'Romance', 'Foreign']"
Ten Minutes Older,,['Documentary']
Of Horses and Men,,"['Drama', 'Romance', 'Comedy']"
The Fox and the Hound 2,The Fox and the Hound Collection,"['Adventure', 'Animation', 'Comedy', 'Family']"
Monsterman,,"['Documentary', 'Drama']"
Long Hello and Short Goodbye,,"['Comedy', 'Thriller']"
The Heart of the World,,"['Science Fiction', 'Drama']"
Li'l Quinquin,,"['Mystery', 'Comedy', 'Crime']"
Girl with Hyacinths,,"['Drama', 'Mystery']"
These Amazing Shadows,,['Documentary']
Garlic Is As Good As Ten Mothers,,['Documentary']
Journey to the Beginning of Time,,"['Adventure', 'Fantasy', 'Family']"
Spend It All,,['Documentary']
Joni's Promise,,['Comedy']
The Man Who Could Cheat Death,,"['Horror', 'Science Fiction']"
small roads,,['Documentary']
Carriage to Vienna,,"['Drama', 'War']"
Strange Voyage,,"['Comedy', 'Crime']"
Ivory Tower,,['Documentary']
The Fabulous Baron Munchausen,,"['Adventure', 'Animation', 'Fantasy']"
Light Is Calling,,[]
The Open Road,,['Documentary']
The Epic of Everest,,['Documentary']
All In This Tea,,['Documentary']
The Private Life of a Cat,,[]
Land,,['Documentary']
Letter from Siberia,,['Documentary']
Babylon XX,,['Drama']
Carts of Darkness,,['Documentary']
Soundtracker,,['Documentary']
Kamome Diner,,"['Drama', 'Comedy']"
Gerhard Richter Painting,,['Documentary']
Dream Land,,[]
The Wayward Girl,,['Drama']
City Zero,,"['Science Fiction', 'Drama', 'Comedy']"
Remonstrance,,"['Drama', 'Crime']"
Bells from the Deep,,['Documentary']
The Gardener,,[]
The Sea Vultures,,['Drama']
The Girl from the Marsh Croft,,[]
Karin Daughter of Ingmar,,['Drama']
The Monastery of Sendomir,,['Drama']
1000 Journals,,[]
Pan,,"['Action', 'Adventure', 'Fantasy', 'Drama', 'Romance']"
A Year Along the Abandoned Road,,['Documentary']
The Shoe,,"['Comedy', 'Drama']"
Night Editor,,['Drama']
Under the Flag of the Rising Sun,,"['Drama', 'Foreign', 'History', 'Mystery']"
The Devil Thumbs a Ride,,['Crime']
The Man Who Changed His Mind,,"['Horror', 'Science Fiction']"
The Man They Could Not Hang,,"['Horror', 'Science Fiction', 'Thriller']"
Line of Sight,,['Documentary']
Rewind This!,,['Documentary']
Ten Little Indians,,"['Crime', 'Mystery']"
Josephine,Joséphine - Saga,"['Romance', 'Comedy']"
The Land Unknown,Caprona Collection,"['Adventure', 'Fantasy', 'Science Fiction']"
Crazy Thunder Road,,"['Foreign', 'Science Fiction']"
Pizzas,,[]
"Mother, I Love You",,['Drama']
Dream Team 1935,,"['Comedy', 'Drama', 'History']"
Matthew's Days,,[]
Fantomas,Fantomas Collection,"['Comedy', 'Crime', 'Adventure', 'Fantasy']"
Fantomas Unleashed,Fantomas Collection,"['Comedy', 'Crime', 'Adventure', 'Fantasy']"
Fantomas vs. Scotland Yard,Fantomas Collection,"['Comedy', 'Crime', 'Adventure', 'Fantasy']"
Pursuit to Algiers,Sherlock Holmes (1939 series),"['Mystery', 'Adventure', 'Crime']"
Radiopiratene,,"['Comedy', 'Family']"
Megacities,,['Documentary']
Operation Y and Other Shurik's Adventures,,['Comedy']
Gertie the Dinosaur,,"['Animation', 'Comedy']"
Intimidation,,['Crime']
God Speed You! Black Emperor,,['Documentary']
"Blood, Sweat + Vinyl: DIY in the 21st Century",,[]
The Lumière Brothers' First Films,,['Documentary']
Amador,,"['Drama', 'Foreign']"
Art and Craft,,['Documentary']
The Castle of Fu Manchu,Fu Manchu Collection,"['Crime', 'Adventure', 'Horror', 'Thriller']"
The Vengeance of Fu Manchu,Fu Manchu Collection,"['Crime', 'Horror', 'Mystery']"
Lightning Bolt: The Power Of Salad,,"['Documentary', 'Music']"
Fuck Up,,['Drama']
Defenders of Riga,,"['Action', 'Drama', 'History', 'War']"
Gulf Stream Under the Iceberg,,"['Drama', 'Fantasy']"
The Diary of Preston Plummer,,"['Drama', 'Romance']"
Oxygen,,['Thriller']
@Suicide Room,,"['Animation', 'Thriller', 'Drama']"
Is It Easy to Be Young?,,['Documentary']
Suburban Gothic,,"['Horror', 'Comedy']"
The Killing Jar,,"['Drama', 'Thriller', 'Mystery']"
The Kiss of Her Flesh,,"['Thriller', 'Horror']"
Kolka Cool,,"['Drama', 'Comedy']"
Project Almanac,,"['Science Fiction', 'Thriller']"
Louis C.K.: Live at The Comedy Store,,['Comedy']
Heavy Weather,,"['Comedy', 'TV Movie']"
The First Men in the Moon,,['Science Fiction']
Brooklyn,,"['Drama', 'Romance']"
Digging for Fire,,['Drama']
Don Verdean,,['Comedy']
The End of the Tour,,['Drama']
Experimenter,,"['Drama', 'History']"
I Am Michael,,['Drama']
Lila & Eve,,"['Thriller', 'Drama']"
Last Days in the Desert,,"['Adventure', 'Drama', 'History']"
I'll See You in My Dreams,,"['Drama', 'Comedy']"
Seoul Searching,,"['Drama', 'Comedy']"
Mississippi Grind,,['Drama']
Mistress America,,['Comedy']
Zipper,,"['Thriller', 'Drama']"
A Walk in the Woods,,"['Adventure', 'Comedy', 'Drama']"
True Story,,"['Crime', 'Drama', 'Mystery']"
Ten Thousand Saints,,"['Comedy', 'Drama', 'Music']"
Sleeping with Other People,,['Comedy']
Beaver Trilogy Part IV,,['Documentary']
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,,"['History', 'Comedy', 'Documentary']"
Cobain: Montage of Heck,,"['Music', 'Documentary']"
The Hunting Ground,,['Documentary']
Fresh Dressed,,"['Documentary', 'History', 'Music']"
Going Clear: Scientology and the Prison of Belief,,['Documentary']
The Mask You Live In,,['Documentary']
Prophet's Prey,,"['Crime', 'Documentary']"
Tig,,['Documentary']
In Football We Trust,,['Documentary']
Most Likely to Succeed,,"['Drama', 'Documentary']"
"What Happened, Miss Simone?",,"['Documentary', 'Music']"
6 Desires,,['Documentary']
Life May Be,,[]
Here Be Dragons,,['Documentary']
A Story of Children and Film,,['Documentary']
What Is This Film Called Love?,,['Documentary']
The First Movie,,['Documentary']
99 Homes,,['Drama']
The Story of Film: An Odyssey,,['Documentary']
Aloft,,['Drama']
Eden,,"['Drama', 'Music']"
Girlhood,,['Drama']
Advantageous,,"['Science Fiction', 'Drama', 'Family']"
Crossroad Street,,['Documentary']
The Bronze,,"['Drama', 'Comedy']"
The D Train,,"['Drama', 'Comedy']"
The Diary of a Teenage Girl,,"['Drama', 'Romance']"
Dope,,"['Crime', 'Drama', 'Comedy']"
I Smile Back,,['Drama']
Me and Earl and the Dying Girl,,"['Comedy', 'Drama']"
The Overnight,,"['Mystery', 'Comedy']"
"People, Places, Things",,['Comedy']
Results,,['Comedy']
Songs My Brothers Taught Me,,['Drama']
The Stanford Prison Experiment,,"['Thriller', 'Drama']"
"Stockholm, Pennsylvania",,"['Drama', 'Thriller']"
Unexpected,,"['Comedy', 'Drama']"
Z for Zachariah,,"['Drama', 'Science Fiction', 'Thriller']"
The Student,,['Romance']
Nothing's All Bad,,"['Drama', 'Comedy']"
Northwest,,"['Action', 'Crime', 'Drama']"
Stations of the Cross,,['Drama']
The Referees,,['Documentary']
Il mundial dimenticato,,[]
The Referee,,['Comedy']
Reality,,"['Drama', 'Comedy']"
Amnèsia,,[]
Three-Step Dance,,['Drama']
Pretty Butterflies,,['Drama']
Dangerous Liaisons,,"['Drama', 'Romance']"
My Sweet Pepper Land,,['Drama']
L'agression,,"['Drama', 'Crime']"
The Auction,,['Drama']
Micke & Veronica,,['Comedy']
The Veil of Twilight,,"['Mystery', 'Crime', 'Fantasy']"
Inbetween Worlds,,['Drama']
The Old Gun,,"['Drama', 'History']"
The Passerby,,['Drama']
The Things of Life,,['Drama']
The Count of Monte Cristo,,"['Adventure', 'Drama', 'Romance']"
The Hunchback of Paris,,"['Action', 'Adventure']"
In the Basement,,['Documentary']
Project Wild Thing,,['Documentary']
Trojan Eddie,,"['Drama', 'Romance', 'Foreign']"
Nobody Knows Anything!,,"['Comedy', 'Drama']"
Ice Men,,['Drama']
The Invitation,,"['Horror', 'Drama', 'Thriller']"
When the Bough Breaks,,['Thriller']
Innocent Lies,,"['Drama', 'Thriller', 'Mystery', 'Foreign']"
Suppose They Gave a War and Nobody Came?,,"['Drama', 'Comedy']"
Niagara Motel,,['Comedy']
Mentor,,['Drama']
Neverwhere,,[]
Animal Room,,['Drama']
Zenith,,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']"
Estômago: A Gastronomic Story,,"['Drama', 'Foreign']"
Suing The Devil,,"['Comedy', 'Drama', 'Thriller']"
A Pigeon Sat on a Branch Reflecting on Existence,Living Trilogy,"['Drama', 'Comedy']"
Panda! Go Panda!: Rainy Day Circus,Panda! Go Panda! Collección,"['Animation', 'Comedy', 'Family', 'Foreign']"
Nine Miles Down,,"['Horror', 'Mystery', 'Thriller']"
Miss Julie,,['Drama']
All Together,,['Comedy']
Teen Spirit,,"['Drama', 'Fantasy', 'Comedy']"
The Forbidden Room,,"['Mystery', 'Drama', 'Comedy', 'Romance']"
Evilenko,,"['Drama', 'Horror', 'Thriller', 'Crime']"
Alien Outpost,,"['Thriller', 'Action', 'Science Fiction']"
Foreign Body,,['Drama']
The Loft,,['Thriller']
[REC]⁴ Apocalypse,[REC] Collection,"['Thriller', 'Horror']"
Vice,,"['Thriller', 'Science Fiction', 'Action', 'Adventure']"
The Guard from the Underground,,"['Drama', 'Horror', 'Thriller', 'Crime']"
The Well,,['Drama']
Wicked Woman,,['Drama']
House of Numbers,,['Crime']
Longshot,,"['Action', 'Comedy', 'Family', 'Thriller']"
Rio Diablo,,"['Western', 'TV Movie']"
"Massaï, les guerriers de la pluie",,"['Adventure', 'Drama']"
Family Guy Presents: Blue Harvest,Family Guy Presents Collection,['Animation']
Sanatorium,,['Thriller']
High School Hellcats,,['Drama']
Last Days in Vietnam,,"['War', 'Documentary']"
Manakamana,,['Documentary']
Saturday Night,,"['Comedy', 'Documentary']"
Hippie Masala - Forever in India,,['Documentary']
A Grain of Truth,,"['Mystery', 'Thriller']"
The Photographer,,['Thriller']
Casa de Lava,,['Drama']
Karen Cries on the Bus,,['Drama']
Sofie,,['Drama']
Kristin Lavransdatter,,"['Drama', 'Romance']"
Private Confessions,,['Drama']
Lost River,,"['Fantasy', 'Thriller']"
Landscape Suicide,,[]
One Way Boogie Woogie,,[]
Deseret,,['Documentary']
13 Lakes,,[]
Ruhr,,['Documentary']
natural history,,[]
Black Venus,,"['History', 'Drama']"
Poetical Refugee,,['Drama']
Chuck Norris vs Communism,,"['Documentary', 'History']"
Fear Clinic,,['Horror']
El siete machos,,"['Comedy', 'Western']"
The Devil with Seven Faces,,['Thriller']
Battletruck,,['Science Fiction']
The Glitterball,,"['Family', 'Science Fiction']"
The Questor Tapes,,['Science Fiction']
The UFO Incident,,[]
Italiano medio,,['Comedy']
Lure of the Sila,,['Drama']
Londra chiama Polo Nord,,"['Drama', 'War']"
Under Ten Flags,,"['History', 'War']"
Chino,,"['Action', 'Western', 'Foreign']"
National Lampoon's The Legend of Awesomest Maximus,,['Comedy']
The Shuttered Room,,"['Drama', 'Mystery', 'Horror']"
Sebastian,,"['Drama', 'Romance']"
The Strange Affair,,['Drama']
I Start Counting,,['Thriller']
Madame Sin,,['Comedy']
The Trial of Lee Harvey Oswald,,"['TV Movie', 'Drama']"
Party Girl,,['Drama']
We Are Young. We Are Strong.,,['Drama']
Relationship Status: It's Complicated,,"['Romance', 'Comedy']"
The Prophet,,['Comedy']
Calculator,,"['Thriller', 'Science Fiction', 'Action']"
The Bandit,,"['Drama', 'Crime']"
Love in the City,,"['Drama', 'Romance']"
The Beach,,[]
Guendalina,,[]
Sweet Deceptions,,"['Romance', 'Drama']"
Letters of a Novice,,['Drama']
Come Have Coffee with Us,,['Comedy']
The Bronte Sisters,,['Drama']
Hotel America,,"['Romance', 'Drama']"
I Don't Kiss,,['Drama']
